ABC Data
SL	IA	FZ	FX	SA	TSTC	FY	P
0.235	0	-1500	4854.91914548612	0	55	0	55.2
0.24	0	-1500	4857.11506823773	0	55	0	55.2
0.245	0	-1500	4859.17306553001	0	55	0	55.2
0.25	0	-1500	4861.10438329585	0	55	0	55.2
-0.25	4	-1500	-4293.33016374987	0	55	0	55.2
-0.245	4	-1500	-4292.04511364987	0	55	0	55.2
-0.24	4	-1500	-4290.68244441489	0	55	0	55.2
-0.235	4	-1500	-4289.23580843799	0	55	0	55.2
-0.23	4	-1500	-4287.69819918805	0	55	0	55.2
-0.225	4	-1500	-4286.06186785713	0	55	0	55.2
-0.22	4	-1500	-4284.31822751677	0	55	0	55.2
-0.215	4	-1500	-4282.45774261083	0	55	0	55.2
-0.21	4	-1500	-4280.46980118138	0	55	0	55.2
-0.205	4	-1500	-4278.34256669624	0	55	0	55.2
-0.2	4	-1500	-4276.06280569792	0	55	0	55.2
-0.195	4	-1500	-4273.61568669353	0	55	0	55.2
-0.19	4	-1500	-4270.98454471402	0	55	0	55.2
-0.185	4	-1500	-4268.15060473795	0	55	0	55.2
-0.18	4	-1500	-4265.09265563409	0	55	0	55.2
-0.175	4	-1500	-4261.78666434273	0	55	0	55.2
-0.17	4	-1500	-4258.2053175763	0	55	0	55.2
-0.165	4	-1500	-4254.31747522723	0	55	0	55.2
-0.16	4	-1500	-4250.08751573207	0	55	0	55.2
-0.155	4	-1500	-4245.4745485964	0	55	0	55.2
-0.15	4	-1500	-4240.43146278977	0	55	0	55.2
-0.145	4	-1500	-4234.90377131077	0	55	0	55.2
-0.14	4	-1500	-4228.82820127243	0	55	0	55.2
-0.135	4	-1500	-4222.13096451495	0	55	0	55.2
-0.13	4	-1500	-4214.72562485448	0	55	0	55.2
-0.125	4	-1500	-4206.51045302054	0	55	0	55.2
-0.12	4	-1500	-4197.36512691275	0	55	0	55.2
-0.115	4	-1500	-4187.14658994772	0	55	0	55.2
-0.11	4	-1500	-4175.68381968803	0	55	0	55.2
-0.105	4	-1500	-4162.77117665217	0	55	0	55.2
-0.1	4	-1500	-4148.15989078893	0	55	0	55.2
-0.095	4	-1500	-4131.54708876394	0	55	0	55.2
-0.09	4	-1500	-4112.56155244564	0	55	0	55.2
-0.085	4	-1500	-4090.74510488519	0	55	0	55.2
-0.08	4	-1500	-4065.5281133553	0	55	0	55.2
-0.075	4	-1500	-4036.19703812094	0	55	0	55.2
-0.07	4	-1500	-4001.85118851904	0	55	0	55.2
-0.065	4	-1500	-3961.34481685538	0	55	0	55.2
-0.06	4	-1500	-3913.20934048035	0	55	0	55.2
-0.055	4	-1500	-3855.54885215175	0	55	0	55.2
-0.05	4	-1500	-3785.90036845234	0	55	0	55.2
-0.045	4	-1500	-3701.0491677135	0	55	0	55.2
-0.04	4	-1500	-3596.79088271017	0	55	0	55.2
-0.035	4	-1500	-3467.63989264562	0	55	0	55.2
-0.03	4	-1500	-3306.50669001757	0	55	0	55.2
-0.025	4	-1500	-3104.42135671981	0	55	0	55.2
-0.02	4	-1500	-2850.48999418854	0	55	0	55.2
-0.015	4	-1500	-2532.45416018952	0	55	0	55.2
-0.01	4	-1500	-2138.43790980164	0	55	0	55.2
-0.005	4	-1500	-1660.48913358195	0	55	0	55.2
0	4	-1500	-1100.45619061754	0	55	0	55.2
0.005	4	-1500	-472.292683547724	0	55	0	55.2
0.01	4	-1500	191.338634162124	0	55	0	55.2
0.015	4	-1500	849.808970909534	0	55	0	55.2
0.02	4	-1500	1464.49281371641	0	55	0	55.2
0.025	4	-1500	2007.89846077517	0	55	0	55.2
0.03	4	-1500	2467.73316162818	0	55	0	55.2
0.035	4	-1500	2844.83695120342	0	55	0	55.2
0.04	4	-1500	3148.09218046896	0	55	0	55.2
0.045	4	-1500	3389.56383690125	0	55	0	55.2
0.05	4	-1500	3581.33332650577	0	55	0	55.2
0.055	4	-1500	3733.98582026368	0	55	0	55.2
0.06	4	-1500	3856.16860714033	0	55	0	55.2
0.065	4	-1500	3954.68290152395	0	55	0	55.2
0.07	4	-1500	4034.77392066093	0	55	0	55.2
0.075	4	-1500	4100.45215810003	0	55	0	55.2
0.08	4	-1500	4154.77843004132	0	55	0	55.2
0.085	4	-1500	4200.09428628488	0	55	0	55.2
0.09	4	-1500	4238.19987639027	0	55	0	55.2
0.095	4	-1500	4270.48807174913	0	55	0	55.2
0.1	4	-1500	4298.04448651334	0	55	0	55.2
0.105	4	-1500	4321.72178215752	0	55	0	55.2
0.11	4	-1500	4342.19490007147	0	55	0	55.2
0.115	4	-1500	4360.00225448297	0	55	0	55.2
0.12	4	-1500	4375.5766094937	0	55	0	55.2
0.125	4	-1500	4389.26836441021	0	55	0	55.2
0.13	4	-1500	4401.36323124073	0	55	0	55.2
0.135	4	-1500	4412.09574863962	0	55	0	55.2
0.14	4	-1500	4421.65968622597	0	55	0	55.2
0.145	4	-1500	4430.21611147246	0	55	0	55.2
0.15	4	-1500	4437.89968785295	0	55	0	55.2
0.155	4	-1500	4444.82362550077	0	55	0	55.2
0.16	4	-1500	4451.083598358	0	55	0	55.2
0.165	4	-1500	4456.76086334411	0	55	0	55.2
0.17	4	-1500	4461.92475937155	0	55	0	55.2
0.175	4	-1500	4466.63472134095	0	55	0	55.2
0.18	4	-1500	4470.94191246235	0	55	0	55.2
0.185	4	-1500	4474.89055443549	0	55	0	55.2
0.19	4	-1500	4478.51901707217	0	55	0	55.2
0.195	4	-1500	4481.86071532817	0	55	0	55.2
0.2	4	-1500	4484.94485132398	0	55	0	55.2
0.205	4	-1500	4487.79703095955	0	55	0	55.2
0.21	4	-1500	4490.43977857231	0	55	0	55.2
0.215	4	-1500	4492.89296830941	0	55	0	55.2
0.22	4	-1500	4495.17418715484	0	55	0	55.2
0.225	4	-1500	4497.29904162577	0	55	0	55.2
0.23	4	-1500	4499.28141784406	0	55	0	55.2
0.235	4	-1500	4501.13370286005	0	55	0	55.2
0.24	4	-1500	4502.86697364884	0	55	0	55.2
0.245	4	-1500	4504.49115903406	0	55	0	55.2
0.25	4	-1500	4506.01517885789	0	55	0	55.2
