ABC Data
SL	IA	FZ	FX	SA	TSTC	FY	P
0.225	0	-1500	5577.5713378953	0	55	0	82.7
0.23	0	-1500	5580.45870240938	0	55	0	82.7
0.235	0	-1500	5583.15701730903	0	55	0	82.7
0.24	0	-1500	5585.68232847339	0	55	0	82.7
0.245	0	-1500	5588.04902535951	0	55	0	82.7
0.25	0	-1500	5590.27004079023	0	55	0	82.7
-0.25	4	-1500	-4937.32968831235	0	55	0	82.7
-0.245	4	-1500	-4935.85188069735	0	55	0	82.7
-0.24	4	-1500	-4934.28481107712	0	55	0	82.7
-0.235	4	-1500	-4932.62117970369	0	55	0	82.7
-0.23	4	-1500	-4930.85292906625	0	55	0	82.7
-0.225	4	-1500	-4928.97114803569	0	55	0	82.7
-0.22	4	-1500	-4926.96596164429	0	55	0	82.7
-0.215	4	-1500	-4924.82640400246	0	55	0	82.7
-0.21	4	-1500	-4922.54027135859	0	55	0	82.7
-0.205	4	-1500	-4920.09395170068	0	55	0	82.7
-0.2	4	-1500	-4917.47222655261	0	55	0	82.7
-0.195	4	-1500	-4914.65803969756	0	55	0	82.7
-0.19	4	-1500	-4911.63222642112	0	55	0	82.7
-0.185	4	-1500	-4908.37319544864	0	55	0	82.7
-0.18	4	-1500	-4904.8565539792	0	55	0	82.7
-0.175	4	-1500	-4901.05466399414	0	55	0	82.7
-0.17	4	-1500	-4896.93611521275	0	55	0	82.7
-0.165	4	-1500	-4892.46509651131	0	55	0	82.7
-0.16	4	-1500	-4887.60064309188	0	55	0	82.7
-0.155	4	-1500	-4882.29573088586	0	55	0	82.7
-0.15	4	-1500	-4876.49618220823	0	55	0	82.7
-0.145	4	-1500	-4870.13933700739	0	55	0	82.7
-0.14	4	-1500	-4863.15243146329	0	55	0	82.7
-0.135	4	-1500	-4855.45060919219	0	55	0	82.7
-0.13	4	-1500	-4846.93446858265	0	55	0	82.7
-0.125	4	-1500	-4837.48702097362	0	55	0	82.7
-0.12	4	-1500	-4826.96989594966	0	55	0	82.7
-0.115	4	-1500	-4815.21857843988	0	55	0	82.7
-0.11	4	-1500	-4802.03639264124	0	55	0	82.7
-0.105	4	-1500	-4787.18685314999	0	55	0	82.7
-0.1	4	-1500	-4770.38387440727	0	55	0	82.7
-0.095	4	-1500	-4751.27915207853	0	55	0	82.7
-0.09	4	-1500	-4729.44578531248	0	55	0	82.7
-0.085	4	-1500	-4704.35687061797	0	55	0	82.7
-0.08	4	-1500	-4675.35733035859	0	55	0	82.7
-0.075	4	-1500	-4641.62659383908	0	55	0	82.7
-0.07	4	-1500	-4602.1288667969	0	55	0	82.7
-0.065	4	-1500	-4555.54653938369	0	55	0	82.7
-0.06	4	-1500	-4500.1907415524	0	55	0	82.7
-0.055	4	-1500	-4433.88117997452	0	55	0	82.7
-0.05	4	-1500	-4353.7854237202	0	55	0	82.7
-0.045	4	-1500	-4256.20654287052	0	55	0	82.7
-0.04	4	-1500	-4136.3095151167	0	55	0	82.7
-0.035	4	-1500	-3987.78587654247	0	55	0	82.7
-0.03	4	-1500	-3802.48269352021	0	55	0	82.7
-0.025	4	-1500	-3570.08456022779	0	55	0	82.7
-0.02	4	-1500	-3278.06349331682	0	55	0	82.7
-0.015	4	-1500	-2912.32228421795	0	55	0	82.7
-0.01	4	-1500	-2459.20359627188	0	55	0	82.7
-0.005	4	-1500	-1909.56250361924	0	55	0	82.7
0	4	-1500	-1265.52461921018	0	55	0	82.7
0.005	4	-1500	-543.136586079883	0	55	0	82.7
0.01	4	-1500	220.039429286442	0	55	0	82.7
0.015	4	-1500	977.280316545964	0	55	0	82.7
0.02	4	-1500	1684.16673577387	0	55	0	82.7
0.025	4	-1500	2309.08322989145	0	55	0	82.7
0.03	4	-1500	2837.89313587241	0	55	0	82.7
0.035	4	-1500	3271.56249388393	0	55	0	82.7
0.04	4	-1500	3620.3060075393	0	55	0	82.7
0.045	4	-1500	3897.99841243644	0	55	0	82.7
0.05	4	-1500	4118.53332548164	0	55	0	82.7
0.055	4	-1500	4294.08369330323	0	55	0	82.7
0.06	4	-1500	4434.59389821137	0	55	0	82.7
0.065	4	-1500	4547.88533675254	0	55	0	82.7
0.07	4	-1500	4639.99000876007	0	55	0	82.7
0.075	4	-1500	4715.51998181503	0	55	0	82.7
0.08	4	-1500	4777.99519454752	0	55	0	82.7
0.085	4	-1500	4830.10842922761	0	55	0	82.7
0.09	4	-1500	4873.92985784882	0	55	0	82.7
0.095	4	-1500	4911.0612825115	0	55	0	82.7
0.1	4	-1500	4942.75115949035	0	55	0	82.7
0.105	4	-1500	4969.98004948114	0	55	0	82.7
0.11	4	-1500	4993.52413508219	0	55	0	82.7
0.115	4	-1500	5014.00259265542	0	55	0	82.7
0.12	4	-1500	5031.91310091775	0	55	0	82.7
0.125	4	-1500	5047.65861907175	0	55	0	82.7
0.13	4	-1500	5061.56771592684	0	55	0	82.7
0.135	4	-1500	5073.91011093556	0	55	0	82.7
0.14	4	-1500	5084.90863915986	0	55	0	82.7
0.145	4	-1500	5094.74852819333	0	55	0	82.7
0.15	4	-1500	5103.58464103089	0	55	0	82.7
0.155	4	-1500	5111.54716932588	0	55	0	82.7
0.16	4	-1500	5118.7461381117	0	55	0	82.7
0.165	4	-1500	5125.27499284573	0	55	0	82.7
0.17	4	-1500	5131.21347327728	0	55	0	82.7
0.175	4	-1500	5136.6299295421	0	55	0	82.7
0.18	4	-1500	5141.5831993317	0	55	0	82.7
0.185	4	-1500	5146.12413760082	0	55	0	82.7
0.19	4	-1500	5150.296869633	0	55	0	82.7
0.195	4	-1500	5154.13982262739	0	55	0	82.7
0.2	4	-1500	5157.68657902258	0	55	0	82.7
0.205	4	-1500	5160.96658560348	0	55	0	82.7
0.21	4	-1500	5164.00574535816	0	55	0	82.7
0.215	4	-1500	5166.82691355582	0	55	0	82.7
0.22	4	-1500	5169.45031522807	0	55	0	82.7
0.225	4	-1500	5171.89389786963	0	55	0	82.7
0.23	4	-1500	5174.17363052066	0	55	0	82.7
0.235	4	-1500	5176.30375828906	0	55	0	82.7
0.24	4	-1500	5178.29701969617	0	55	0	82.7
0.245	4	-1500	5180.16483288917	0	55	0	82.7
0.25	4	-1500	5181.91745568657	0	55	0	82.7
